sample_id,group,epoch,country,sex,year_from,year_to,date_mid,date_bp,date_uncertainty,lat,lon,haplogroup
I7575,BABI,Bronze Age,Great Britain,M,-1263.0,-1043.0,-1153.0,3103.0,110.0,52.12240219116211,-0.5113649964332581,U5a1d1
I7576,BABI,Bronze Age,Great Britain,M,-1206.0,-1003.0,-1104.5,3054.5,101.5,52.12240219116211,-0.5113649964332581,J1c2
I7577,BABI,Bronze Age,Great Britain,M,-1386.0,-1123.0,-1254.5,3204.5,131.5,52.12240219116211,-0.5113649964332581,U5a1a1
I7578,BABI,Bronze Age,Great Britain,F,-1225.0,-1013.0,-1119.0,3069.0,106.0,52.12240219116211,-0.5113649964332581,U5a2c
I7579,BABI,Bronze Age,Great Britain,F,-1496.0,-1300.0,-1398.0,3348.0,98.0,52.12240219116211,-0.5113649964332581,U5b2a1a
I7580,BABI,Bronze Age,Great Britain,F,-1256.0,-1018.0,-1137.0,3087.0,119.0,52.12240219116211,-0.5113649964332581,U5b2a1a
I7587,CAIB,Copper Age,Spain,M,-2900.0,-2500.0,-2700.0,4650.0,200.0,37.2400016784668,-4.239999771118164,T2b3
I7588,CAIB,Copper Age,Spain,U,-2900.0,-2500.0,-2700.0,4650.0,200.0,37.2400016784668,-4.239999771118164,J1c1b
I7594,NEIB,Neolithic,Spain,F,-3519.0,-3370.0,-3444.5,5394.5,74.5,38.70249938964844,-0.4863100051879883,U5b2b
I7595,NEIB,Neolithic,Spain,F,-3519.0,-3370.0,-3444.5,5394.5,74.5,38.70249938964844,-0.4863100051879883,U5b2b5
I7597,NEIB,Neolithic,Spain,U,-4100.0,-2700.0,-3400.0,5350.0,700.0,38.70249938964844,-0.4863100051879883,J2b1
I7598,NEIB,Neolithic,Spain,M,-3630.0,-3370.0,-3500.0,5450.0,130.0,38.70249938964844,-0.4863100051879883,U5b3
I7600,NEIB,Neolithic,Spain,F,-4100.0,-2700.0,-3400.0,5350.0,700.0,38.70249938964844,-0.4863100051879883,K1a2a
I7601,NEIB,Neolithic,Spain,M,-3660.0,-3520.0,-3590.0,5540.0,70.0,38.70249938964844,-0.4863100051879883,X2b+226
I7602,NEIB,Neolithic,Spain,M,-3500.0,-2900.0,-3200.0,5150.0,300.0,43.08582305908203,-2.251197099685669,J1c1
I7603,NEIB,Neolithic,Spain,M,-3500.0,-2900.0,-3200.0,5150.0,300.0,43.08582305908203,-2.251197099685669,K1a2b
I7604,NEIB,Neolithic,Spain,M,-3500.0,-2900.0,-3200.0,5150.0,300.0,43.08582305908203,-2.251197099685669,H1ak
I7605,NEIB,Neolithic,Spain,M,-3500.0,-2900.0,-3200.0,5150.0,300.0,43.08582305908203,-2.251197099685669,H3
I7606,NEIB,Neolithic,Spain,M,-3500.0,-2900.0,-3200.0,5150.0,300.0,43.08582305908203,-2.251197099685669,U5b1+16189+@16192
I7626,BABI,Bronze Age,Great Britain,F,-1395.0,-1130.0,-1262.5,3212.5,132.5,52.12240219116211,-0.5113649964332581,T2b
I7627,BABI,Bronze Age,Great Britain,F,-1410.0,-1222.0,-1316.0,3266.0,94.0,52.12240219116211,-0.5113649964332581,U4a2
I7628,BABI,Bronze Age,Great Britain,M,-1208.0,-978.0,-1093.0,3043.0,115.0,52.12240219116211,-0.5113649964332581,T1a1
I7630,BABI,Bronze Age,Great Britain,M,-1879.0,-1691.0,-1785.0,3735.0,94.0,53.72618865966797,-0.5296409726142883,U5a
I7635,BABI,Bronze Age,Great Britain,F,-2193.0,-1978.0,-2085.5,4035.5,107.5,54.52281188964844,-1.3081339597702026,H1c
I7638,BABI,Bronze Age,Great Britain,M,-2286.0,-1778.0,-2032.0,3982.0,254.0,51.40532684326172,-1.1507669687271118,V10b
I7639,BABI,Bronze Age,Great Britain,F,-2031.0,-1665.0,-1848.0,3798.0,183.0,52.27693939208984,0.461901992559433,U5a1
I7640,BABI,Bronze Age,Great Britain,M,-1430.0,-1282.0,-1356.0,3306.0,74.0,52.17839050292969,0.1225439980626106,U5a2c2
I7642,NEIB,Neolithic,Spain,M,-2907.0,-2761.0,-2834.0,4784.0,73.0,38.70249938964844,-0.4863100051879883,J2b1a
I7643,NEIB,Neolithic,Spain,M,-3960.0,-3710.0,-3835.0,5785.0,125.0,38.70249938964844,-0.4863100051879883,K1a1b1
I7644,NEIB,Neolithic,Spain,M,-3640.0,-3380.0,-3510.0,5460.0,130.0,38.70249938964844,-0.4863100051879883,no_data
I7645,NEIB,Neolithic,Spain,M,-3990.0,-3550.0,-3770.0,5720.0,220.0,38.70249938964844,-0.4863100051879883,HV0d
I7646,NEIB,Neolithic,Spain,F,-3710.0,-3630.0,-3670.0,5620.0,40.0,38.70249938964844,-0.4863100051879883,H1e1c
I7647,NEIB,Neolithic,Spain,M,-4050.0,-3340.0,-3695.0,5645.0,355.0,38.70249938964844,-0.4863100051879883,K1b1a
I7672,MAIB,Middle Ages,Spain,M,785.0,801.0,793.0,1157.0,8.0,41.98137664794922,2.309823989868164,T2h
I7673,MAIB,Middle Ages,Spain,F,785.0,801.0,793.0,1157.0,8.0,41.98137664794922,2.309823989868164,W1+119
I7674,MAIB,Middle Ages,Spain,F,785.0,801.0,793.0,1157.0,8.0,41.98137664794922,2.309823989868164,H42
I7675,MAIB,Middle Ages,Spain,M,785.0,801.0,793.0,1157.0,8.0,41.98137664794922,2.309823989868164,U3a1
I7676,MAIB,Middle Ages,Spain,F,785.0,801.0,793.0,1157.0,8.0,41.98137664794922,2.309823989868164,U5a1c
I7679,NEIB,Neolithic,Spain,F,-4300.0,-3700.0,-4000.0,5950.0,300.0,36.44499969482422,-6.210000038146973,H
I7687,BAIB,Bronze Age,Portugal,M,-1200.0,-700.0,-950.0,2900.0,250.0,40.08694076538086,-8.516599655151367,V
I7688,BAIB,Bronze Age,Portugal,F,-1200.0,-700.0,-950.0,2900.0,250.0,40.08694076538086,-8.516599655151367,H3ap
I7689,BAIB,Bronze Age,Portugal,F,-2200.0,-1700.0,-1950.0,3900.0,250.0,39.66859817504883,-8.13029956817627,H1+16311
I7691,BAIB,Bronze Age,Portugal,M,-2200.0,-1700.0,-1950.0,3900.0,250.0,39.66859817504883,-8.13029956817627,J1c1
I7692,BAIB,Bronze Age,Portugal,F,-2200.0,-1700.0,-1950.0,3900.0,250.0,39.66859817504883,-8.13029956817627,U5b1+16189+@16192
I8045,BAIB,Bronze Age,Portugal,F,-1700.0,-1300.0,-1500.0,3450.0,200.0,38.19879913330078,-8.710000038146973,U5b
I8048,CAIB,Copper Age,Spain,M,-2200.0,-2000.0,-2100.0,4050.0,100.0,37.005001068115234,-3.894700050354004,U5b1
I8130,MEIB,Mesolithic,Spain,M,-6061.0,-5934.0,-5997.5,7947.5,63.5,39.790000915527344,-1.0333329439163208,U5b2b
I8131,CAIB,Copper Age,Spain,F,-2578.0,-2457.0,-2517.5,4467.5,60.5,38.97769927978515,-0.1603700071573257,J2b1
I8132,CAIB,Copper Age,Spain,F,-2600.0,-2400.0,-2500.0,4450.0,100.0,38.97769927978515,-0.1603700071573257,H1aq
I8134,NEIB,Neolithic,Spain,F,-4300.0,-3700.0,-4000.0,5950.0,300.0,36.44499969482422,-6.210000038146973,U5b3
I8136,BAIB,Bronze Age,Spain,F,-1606.0,-1418.0,-1512.0,3462.0,94.0,37.72629928588867,-2.5141000747680664,K1b1a1
I8140_d,CAIB,Copper Age,Spain,F,-2117.0,-1779.0,-1948.0,3898.0,169.0,37.136600494384766,-3.54830002784729,K1a+195
I8141,CAIB,Copper Age,Spain,F,-2200.0,-2000.0,-2100.0,4050.0,100.0,37.005001068115234,-3.894700050354004,K1a1b1
I8144,BAIB,Bronze Age,Spain,F,-1877.0,-1636.0,-1756.5,3706.5,120.5,37.72629928588867,-2.5141000747680664,U5b3f
I8145,MAIB,Middle Ages,Spain,M,1300.0,1500.0,1400.0,550.0,100.0,37.14609909057617,-3.5913000106811523,H
I8146,MAIB,Middle Ages,Spain,F,1300.0,1500.0,1400.0,550.0,100.0,37.14609909057617,-3.5913000106811523,H3a1
I8147,MAIB,Middle Ages,Spain,U,1300.0,1500.0,1400.0,550.0,100.0,37.14609909057617,-3.5913000106811523,H1
I8148,CAIB,Copper Age,Spain,M,-2900.0,-2500.0,-2700.0,4650.0,200.0,37.2400016784668,-4.239999771118164,T2b3+151
I8149,CAIB,Copper Age,Spain,F,-2900.0,-2500.0,-2700.0,4650.0,200.0,37.2400016784668,-4.239999771118164,T
I8150,CAIB,Copper Age,Spain,F,-2900.0,-2500.0,-2700.0,4650.0,200.0,37.2400016784668,-4.239999771118164,J1c3
I8153,CAIB,Copper Age,Spain,M,-2900.0,-2500.0,-2700.0,4650.0,200.0,37.2400016784668,-4.239999771118164,J2b1a1
I8154,CAIB,Copper Age,Spain,F,-2900.0,-2500.0,-2700.0,4650.0,200.0,37.2400016784668,-4.239999771118164,U5b1
I8155,CAIB,Copper Age,Spain,F,-2900.0,-2500.0,-2700.0,4650.0,200.0,37.2400016784668,-4.239999771118164,H4a1a
I8156,CAIB,Copper Age,Spain,M,-2900.0,-2500.0,-2700.0,4650.0,200.0,37.2400016784668,-4.239999771118164,K1a4a1
I8157,CAIB,Copper Age,Spain,M,-2900.0,-2500.0,-2700.0,4650.0,200.0,37.2400016784668,-4.239999771118164,HV0+195
I8158,CAIB,Copper Age,Spain,M,-2900.0,-2500.0,-2700.0,4650.0,200.0,37.2400016784668,-4.239999771118164,H1ah
I8197,CAIB,Copper Age,Spain,F,-2900.0,-2500.0,-2700.0,4650.0,200.0,37.2400016784668,-4.239999771118164,H4a1
I8198,CAIB,Copper Age,Spain,F,-2900.0,-2500.0,-2700.0,4650.0,200.0,37.2400016784668,-4.239999771118164,J2b1a
I8199,CAIB,Copper Age,Spain,M,-2900.0,-2500.0,-2700.0,4650.0,200.0,37.2400016784668,-4.239999771118164,U5b1+16189+@16192
I8202,CLIB,Classical Age,Spain,M,100.0,300.0,200.0,1750.0,100.0,42.13330078125,3.108299970626831,K2b1
I8203,CLIB,Classical Age,Spain,F,-300.0,-100.0,-200.0,2150.0,100.0,42.13330078125,3.108299970626831,H13a1a1
I8204,CLIB,Classical Age,Spain,F,-300.0,-100.0,-200.0,2150.0,100.0,42.13330078125,3.108299970626831,H1e
I8205,CLIB,Classical Age,Spain,M,-300.0,-100.0,-200.0,2150.0,100.0,42.13330078125,3.108299970626831,H14a2c
I8206,CLIB,Classical Age,Spain,M,-300.0,-100.0,-200.0,2150.0,100.0,42.13330078125,3.108299970626831,H7a1
I8208,CLIB,Classical Age,Spain,M,-370.0,-204.0,-287.0,2237.0,83.0,42.13330078125,3.108299970626831,H33
I8209,CLIB,Classical Age,Spain,M,-450.0,-400.0,-425.0,2375.0,25.0,42.13330078125,3.108299970626831,U1a1a
I8210,CLIB,Classical Age,Spain,M,-500.0,-350.0,-425.0,2375.0,75.0,42.13330078125,3.108299970626831,U5b3
I8211,CLIB,Classical Age,Spain,M,-500.0,-450.0,-475.0,2425.0,25.0,42.13330078125,3.108299970626831,HV0+195
I8212,CLIB,Classical Age,Spain,M,-500.0,-350.0,-425.0,2375.0,75.0,42.13330078125,3.108299970626831,H27+16093
I8213,CLIB,Classical Age,Spain,F,-500.0,-400.0,-450.0,2400.0,50.0,42.13330078125,3.108299970626831,K2a
I8214,CLIB,Classical Age,Spain,F,-400.0,-350.0,-375.0,2325.0,25.0,42.13330078125,3.108299970626831,H3+152
I8215,CLIB,Classical Age,Spain,F,-400.0,-350.0,-375.0,2325.0,25.0,42.13330078125,3.108299970626831,HV11
I8216,CLIB,Classical Age,Spain,M,57.0,208.0,132.5,1817.5,75.5,42.13330078125,3.108299970626831,H1
I8338,CLIB,Classical Age,Spain,F,100.0,200.0,150.0,1800.0,50.0,42.13330078125,3.108299970626831,HV0+195
I8339,CLIB,Classical Age,Spain,F,100.0,200.0,150.0,1800.0,50.0,42.13330078125,3.108299970626831,K1a+195
I8340,CLIB,Classical Age,Spain,F,-500.0,-350.0,-425.0,2375.0,75.0,42.13330078125,3.108299970626831,K1a+195
I8341,CLIB,Classical Age,Spain,M,-500.0,-350.0,-425.0,2375.0,75.0,42.13330078125,3.108299970626831,H1
I8343,CLIB,Classical Age,Spain,M,500.0,600.0,550.0,1400.0,50.0,42.13330078125,3.108299970626831,J1c2c2
I8344,CLIB,Classical Age,Spain,M,-500.0,-400.0,-450.0,2400.0,50.0,42.13330078125,3.108299970626831,H3
I8364,CAIB,Copper Age,Spain,M,-2706.0,-2569.0,-2637.5,4587.5,68.5,37.2400016784668,-4.239999771118164,J2b1a2a
I8365,CAIB,Copper Age,Spain,M,-2706.0,-2569.0,-2637.5,4587.5,68.5,37.2400016784668,-4.239999771118164,H
I8474,CLIB,Classical Age,Spain,F,100.0,200.0,150.0,1800.0,50.0,42.13330078125,3.108299970626831,U5a1a2b
I8475,CLIB,Classical Age,Spain,F,100.0,200.0,150.0,1800.0,50.0,42.13330078125,3.108299970626831,T2b
I8566,CAIB,Copper Age,Spain,F,-3800.0,-2500.0,-3150.0,5100.0,650.0,38.82451248168945,-0.8641650080680847,J2b1a
I8567,NEIB,Neolithic,Spain,M,-3500.0,-3300.0,-3400.0,5350.0,100.0,38.76227188110352,-0.5869809985160828,X2
I8568,NEIB,Neolithic,Spain,F,-3499.0,-3353.0,-3426.0,5376.0,73.0,38.76227188110352,-0.5869809985160828,X2b+226
I8569,CAIB,Copper Age,Spain,M,-2871.0,-2626.0,-2748.5,4698.5,122.5,40.30277633666992,0.2797000110149383,H1ah
I8570,BAIB,Bronze Age,Spain,M,-1800.0,-1000.0,-1400.0,3350.0,400.0,40.13909912109375,0.1054000034928321,J1c3
I8571,BAIB,Bronze Age,Spain,M,-1800.0,-1000.0,-1400.0,3350.0,400.0,40.13909912109375,0.1054000034928321,K1a2c
I9005,MIC,Bronze Age,Greece,F,-2400.0,-1700.0,-2050.0,4000.0,350.0,35.08000183105469,25.829999923706055,H
I9127,MIC,Bronze Age,Greece,F,-2210.0,-1680.0,-1945.0,3895.0,265.0,35.04999923706055,24.809999465942383,J2b1a1
I9128,MIC,Bronze Age,Greece,F,-2210.0,-1680.0,-1945.0,3895.0,265.0,35.04999923706055,24.809999465942383,I5
I9129,MIC,Bronze Age,Greece,F,-2210.0,-1680.0,-1945.0,3895.0,265.0,35.04999923706055,24.809999465942383,H+163
I9130,MIC,Bronze Age,Greece,M,-2210.0,-1680.0,-1945.0,3895.0,265.0,35.04999923706055,24.809999465942383,U3b3
I9131,MIC,Bronze Age,Greece,F,-2210.0,-1680.0,-1945.0,3895.0,265.0,35.04999923706055,24.809999465942383,K1a2
KER_1,MAUk,Middle Ages,Ukraine,M,256.0,401.0,328.5,1621.5,72.5,45.35074234008789,36.46842575073242,HV9a
Kivisaare3,NEBL,Neolithic,Estonia,M,-4730.0,-4540.0,-4635.0,6585.0,95.0,58.27199935913086,26.052000045776367,U4a1
Kivutkalns153,BABL,Bronze Age,Latvia,M,-800.0,-545.0,-672.5,2622.5,127.5,56.85200119018555,24.27199935913086,U5a1a1
Kivutkalns164,BABL,Bronze Age,Latvia,M,-730.0,-390.0,-560.0,2510.0,170.0,56.85200119018555,24.27199935913086,U5a2a1
Kivutkalns19,BABL,Bronze Age,Latvia,M,-730.0,-400.0,-565.0,2515.0,165.0,56.85200119018555,24.27199935913086,H10a
Kivutkalns194,BABL,Bronze Age,Latvia,M,-800.0,-545.0,-672.5,2622.5,127.5,56.85200119018555,24.27199935913086,T1a1b
Kivutkalns207,BABL,Bronze Age,Latvia,F,-730.0,-390.0,-560.0,2510.0,170.0,56.85200119018555,24.27199935913086,H1b2
Kivutkalns209,BABL,Bronze Age,Latvia,M,-450.0,-230.0,-340.0,2290.0,110.0,56.85200119018555,24.27199935913086,J1b1a1
Kivutkalns25,BABL,Bronze Age,Latvia,M,-800.0,-545.0,-672.5,2622.5,127.5,56.85200119018555,24.27199935913086,H28a
Kivutkalns42,BABL,Bronze Age,Latvia,F,-810.0,-560.0,-685.0,2635.0,125.0,56.85200119018555,24.27199935913086,H1b1
Kretuonas1,NEBL,Neolithic,Lithuania,F,-4460.0,-3820.0,-4140.0,6090.0,320.0,55.2599983215332,26.097999572753903,U5b1
Kretuonas2,NEBL,Neolithic,Lithuania,M,-5500.0,-2900.0,-4200.0,6150.0,1300.0,55.2599983215332,26.097999572753903,U5b2b
Kretuonas4,NEBL,Neolithic,Lithuania,F,-5500.0,-2900.0,-4200.0,6150.0,1300.0,55.2599983215332,26.097999572753903,U5b1b1a
Kretuonas5,NEBL,Neolithic,Lithuania,M,-4450.0,-4340.0,-4395.0,6345.0,55.0,55.2599983215332,26.097999572753903,U5b2b
Kudruküla2,MEBL,Mesolithic,Estonia,U,-3831.0,-3426.0,-3628.5,5578.5,202.5,,,U4a
Kudruküla3,MEBL,Mesolithic,Estonia,U,-3950.0,-1850.0,-2900.0,4850.0,1050.0,,,U2e1
Kunila1,CWC,Neolithic,Estonia,M,-2850.0,-2050.0,-2450.0,4400.0,400.0,58.592498779296875,26.34166717529297,U5b1b
Kunila2,CWC,Neolithic,Estonia,M,-2696.0,-2390.0,-2543.0,4493.0,153.0,58.592498779296875,26.34166717529297,J1c3
LD1174,CAIB,Copper Age,Portugal,F,-2577.0,-2456.0,-2516.5,4466.5,60.5,41.886192321777344,-7.203676700592041,U5b2
LD270,CAIB,Copper Age,Portugal,F,-2564.0,-2578.0,-2571.0,4521.0,-7.0,41.886192321777344,-7.203676700592041,U8a
LD903,BAIB,Bronze Age,Portugal,U,-2050.0,-1881.0,-1965.5,3915.5,84.5,41.886192321777344,-7.203676700592041,U3a1
LHHEG12,LONG,Middle Ages,Hungary,U,500.0,600.0,550.0,1400.0,50.0,47.619998931884766,16.80145263671875,U8a1a2
LHHEG30,LONG,Middle Ages,Hungary,U,500.0,600.0,550.0,1400.0,50.0,47.619998931884766,16.80145263671875,U8a1a2
LHHEG60,LONG,Middle Ages,Hungary,U,500.0,600.0,550.0,1400.0,50.0,47.619998931884766,16.80145263671875,U5a1b
LHSZ14,LONG,Middle Ages,Hungary,U,500.0,600.0,550.0,1400.0,50.0,46.78821563720703,17.842775344848633,I3
LHSZ17,LONG,Middle Ages,Hungary,U,500.0,600.0,550.0,1400.0,50.0,46.78821563720703,17.842775344848633,U5b2a1a1
LHSZ39,LONG,Middle Ages,Hungary,U,500.0,600.0,550.0,1400.0,50.0,46.78821563720703,17.842775344848633,H
LICOL38,LONG,Middle Ages,Italy,U,570.0,800.0,685.0,1265.0,115.0,45.078880310058594,7.566359996795654,X2
LICOL47,LONG,Middle Ages,Italy,U,570.0,800.0,685.0,1265.0,115.0,45.078880310058594,7.566359996795654,H11a
LICOL57,LONG,Middle Ages,Italy,U,570.0,800.0,685.0,1265.0,115.0,45.078880310058594,7.566359996795654,H24a
LICOL84,LONG,Middle Ages,Italy,U,570.0,800.0,685.0,1265.0,115.0,45.078880310058594,7.566359996795654,H1
LICOL87,LONG,Middle Ages,Italy,U,570.0,800.0,685.0,1265.0,115.0,45.078880310058594,7.566359996795654,H1
LRCMUS69,LONG,Middle Ages,Czech Republic,U,500.0,600.0,550.0,1400.0,50.0,48.89586639404297,16.59980583190918,N1b1b1
LU339,CAIB,Copper Age,Spain,F,-3007.0,-2871.0,-2939.0,4889.0,68.0,37.414852142333984,-4.5140461921691895,H
MS10612,IASp,Iron Age,Spain,U,-300.0,-200.0,-250.0,2200.0,50.0,38.90713882446289,1.4294999837875366,H3+152
MS10614,IASp,Iron Age,Spain,U,-361.0,-178.0,-269.5,2219.5,91.5,38.96099853515625,1.312000036239624,T2b
MS10617,IASp,Iron Age,Spain,U,-500.0,-400.0,-450.0,2400.0,50.0,38.90713882446289,1.4294999837875366,U5b3
MS10619,IASp,Iron Age,Spain,U,-500.0,-400.0,-450.0,2400.0,50.0,38.90713882446289,1.4294999837875366,H1c
MX150,NESw,Neolithic,Switzerland,M,-3244.0,-3102.0,-3173.0,5123.0,71.0,47.26206588745117,7.659834861755371,H4a1a
MX209,NESw,Neolithic,Switzerland,M,-3400.0,-2500.0,-2950.0,4900.0,450.0,47.26206588745117,7.659834861755371,K1a+195
MX212,NESw,Neolithic,Switzerland,M,-3323.0,-2581.0,-2952.0,4902.0,371.0,47.26206588745117,7.659834861755371,H1
MX256,BAGe,Bronze Age,Germany,F,-2132.0,-1992.0,-2062.0,4012.0,70.0,47.76709747314453,8.872239112854004,H+16129
MX257,BAGe,Bronze Age,Germany,M,-1879.0,-1696.0,-1787.5,3737.5,91.5,47.76709747314453,8.872239112854004,U4a1a
MX277,BAGe,Bronze Age,Germany,F,-1926.0,-1770.0,-1848.0,3798.0,78.0,47.76709747314453,8.872239112854004,H5a1
MX279,BAGe,Bronze Age,Germany,M,-1882.0,-1745.0,-1813.5,3763.5,68.5,47.76709747314453,8.872239112854004,H76a
MX288,BAGe,Bronze Age,Germany,M,-2199.0,-2028.0,-2113.5,4063.5,85.5,47.76709747314453,8.872239112854004,K1a1a
Motala1913,HGN,Mesolithic,Sweden,F,-5722.0,-5564.0,-5643.0,7593.0,79.0,58.53499984741211,15.04599952697754,U5a2d
N17,BAPl,Bronze Age,Poland,M,-2016.0,-1775.0,-1895.5,3845.5,120.5,52.65999984741211,18.8799991607666,J1c1b1a
N18,FBC,Neolithic,Poland,F,-3636.0,-3389.0,-3512.5,5462.5,123.5,52.619998931884766,18.959999084472656,N1a1a1
N19,FBC,Neolithic,Poland,F,-3636.0,-3388.0,-3512.0,5462.0,124.0,52.619998931884766,18.959999084472656,V14
N20,FBC,Neolithic,Poland,M,-3636.0,-3388.0,-3512.0,5462.0,124.0,52.619998931884766,18.959999084472656,H3t
N22,BKG,Neolithic,Poland,F,-4442.0,-4240.0,-4341.0,6291.0,101.0,52.61000061035156,18.899999618530273,U5a1c
N25,,,,,,,,,,,,
N26,BKG,Neolithic,Poland,M,-4334.0,-4068.0,-4201.0,6151.0,133.0,50.66999816894531,21.3799991607666,T2b30
N27,,,,,,,,,,,,
N28,BKG,Neolithic,Poland,M,-4251.0,-3996.0,-4123.5,6073.5,127.5,52.61000061035156,18.799999237060547,T2b
N31,BKG,Neolithic,Poland,F,-4323.0,-4052.0,-4187.5,6137.5,135.5,52.61000061035156,18.799999237060547,H26
N36,,,,,,,,,,,,
N38,GAC,Neolithic,Poland,F,-3263.0,-2903.0,-3083.0,5033.0,180.0,52.61000061035156,18.899999618530273,T2c1-146
N42,BKG,Neolithic,Poland,F,-4231.0,-3979.0,-4105.0,6055.0,126.0,52.61000061035156,18.799999237060547,U5b2a1a
N44,CWC,Neolithic,Poland,F,-2570.0,-2340.0,-2455.0,4405.0,115.0,52.619998931884766,18.959999084472656,U5a1b2
N45,CWC,Neolithic,Poland,F,-2570.0,-2340.0,-2455.0,4405.0,115.0,52.619998931884766,18.959999084472656,H5a8
N47,CWC,Neolithic,Poland,M,-2570.0,-2340.0,-2455.0,4405.0,115.0,52.619998931884766,18.959999084472656,U5b2a2
N49,CWC,Neolithic,Poland,M,-2570.0,-2340.0,-2455.0,4405.0,115.0,52.619998931884766,18.959999084472656,H6a1a
NW_255,MAGe,Middle Ages,Germany,F,417.0,536.0,476.5,1473.5,59.5,48.98910140991211,12.140700340270996,H18b
NW_54,MAGe,Middle Ages,Germany,F,388.0,532.0,460.0,1490.0,72.0,48.98910140991211,12.140700340270996,C4a1a
PCA0002,MAPl,Middle Ages,Poland,M,10.0,375.0,192.5,1757.5,182.5,52.59000015258789,16.780000686645508,H28a1
PCA0004,MAPl,Middle Ages,Poland,F,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,U3a1a1
PCA0006,MAPl,Middle Ages,Poland,F,80.0,120.0,100.0,1850.0,20.0,52.59000015258789,16.780000686645508,U5a1d1
PCA0007,MAPl,Middle Ages,Poland,F,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,W1
PCA0013,MAPl,Middle Ages,Poland,U,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,J1c3
PCA0018,MAPl,Middle Ages,Poland,M,10.0,375.0,192.5,1757.5,182.5,52.59000015258789,16.780000686645508,HV18
PCA0026,MAPl,Middle Ages,Poland,F,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,T2b16
PCA0027,MAPl,Middle Ages,Poland,M,80.0,120.0,100.0,1850.0,20.0,52.59000015258789,16.780000686645508,H1a
PCA0028,MAPl,Middle Ages,Poland,F,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,U3a1a
PCA0029,MAPl,Middle Ages,Poland,U,10.0,375.0,192.5,1757.5,182.5,52.59000015258789,16.780000686645508,X2c1
PCA0030,MAPl,Middle Ages,Poland,F,110.0,160.0,135.0,1815.0,25.0,52.59000015258789,16.780000686645508,H2a2b
PCA0032,MAPl,Middle Ages,Poland,F,80.0,120.0,100.0,1850.0,20.0,52.59000015258789,16.780000686645508,T2n
PCA0034,MAPl,Middle Ages,Poland,F,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,K2a
PCA0035,MAPl,Middle Ages,Poland,M,80.0,120.0,100.0,1850.0,20.0,52.59000015258789,16.780000686645508,J2b1a5
PCA0036,MAPl,Middle Ages,Poland,M,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,U5b1d1
PCA0037,MAPl,Middle Ages,Poland,M,10.0,375.0,192.5,1757.5,182.5,52.59000015258789,16.780000686645508,T2e
PCA0038,MAPl,Middle Ages,Poland,U,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,H1e1a
PCA0040,MAPl,Middle Ages,Poland,M,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,I4a
PCA0044,MAPl,Middle Ages,Poland,F,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,H5a1
PCA0046,MAPl,Middle Ages,Poland,M,110.0,160.0,135.0,1815.0,25.0,52.59000015258789,16.780000686645508,U8a1a1b
PCA0047,MAPl,Middle Ages,Poland,F,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,H5a1
PCA0049,MAPl,Middle Ages,Poland,F,110.0,160.0,135.0,1815.0,25.0,52.59000015258789,16.780000686645508,H1a
PCA0050,MAPl,Middle Ages,Poland,M,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,H1e1a
PCA0052,MAPl,Middle Ages,Poland,F,110.0,160.0,135.0,1815.0,25.0,52.59000015258789,16.780000686645508,U5a1a1
PCA0053,MAPl,Middle Ages,Poland,F,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,K1b2a
PCA0054,MAPl,Middle Ages,Poland,F,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,U3a1a
PCA0056,MAPl,Middle Ages,Poland,F,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,T2b6a
PCA0057,MAPl,Middle Ages,Poland,F,110.0,160.0,135.0,1815.0,25.0,52.59000015258789,16.780000686645508,J1c7a
PCA0059,MAPl,Middle Ages,Poland,F,110.0,160.0,135.0,1815.0,25.0,52.59000015258789,16.780000686645508,K2a
PCA0060,MAPl,Middle Ages,Poland,M,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,U5b1d1
PCA0061,MAPl,Middle Ages,Poland,U,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,H1ak
PCA0062,MAPl,Middle Ages,Poland,M,80.0,260.0,170.0,1780.0,90.0,52.59000015258789,16.780000686645508,U4a2
PCA0063,MAPl,Middle Ages,Poland,M,10.0,375.0,192.5,1757.5,182.5,52.59000015258789,16.780000686645508,H2a5
PCA0066,MAPl,Middle Ages,Poland,M,80.0,120.0,100.0,1850.0,20.0,52.59000015258789,16.780000686645508,H2a5
